,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,legitimate
23199,0.009000001,-0.004,-0.008,-0.002,5.495217,1
23200,0.002,0.0,0.002,-0.007,5.495217,1
23201,0.006,-0.004,-0.005,-0.004,5.495217,1
23202,0.01,-0.001,0.01,-0.02,5.495217,1
23203,0.018,-0.017,-0.002,-0.008,5.495217,1
23204,0.016,0.009000001,-0.014,0.025,5.495217,1
23205,0.02,0.018,0.007,0.016,5.495217,1
23206,0.011,-0.011,0.0,0.0,5.495217,1
23207,0.01,0.005,-0.009000001,0.019,5.495217,1
23208,0.003,0.001,0.002,-0.008,5.495217,1
23209,0.018,-0.017,-0.007,-0.026,5.495217,1
23210,0.006,-0.006,0.0,-0.034,5.495217,1
23211,0.008,-0.008,-0.001,-0.002,5.495217,1
23212,0.01,0.009000001,-0.003,0.013,5.495217,1
23213,0.003,0.003,0.0,0.0,5.495217,1
23214,0.004,-0.004,-0.002,-0.014,5.495217,1
23215,0.024,-0.02,-0.013,-0.037,5.495217,1
23216,0.014,0.0,0.014,0.013,5.495217,1
23217,0.013,0.012,-0.006,0.028,5.495217,1
23218,0.005,0.004,-0.004,0.011,5.495217,1
23219,0.012,-0.003,0.011,-0.001,5.495217,1
23220,0.004,0.003,-0.002,-0.007,5.495217,1
23221,0.005,0.001,-0.005,0.031,5.495217,1
23222,0.012,0.011,0.002,0.029,5.495217,1
23223,0.011,0.011,0.0,-0.01,5.495217,1
23224,0.009000001,-0.009000001,-0.001,-0.019,5.495217,1
23225,0.015,-0.013,-0.007,-0.021,5.495217,1
23226,0.005,-0.005,0.002,-0.005,5.495217,1
23227,0.011,-0.011,-0.001,-0.027,5.495217,1
23228,0.024,-0.024,-0.002,-0.063,5.495217,1
23229,0.011,-0.011,0.002,-0.032,5.495217,1
23230,0.015,-0.013,-0.006,-0.036,5.495217,1
23231,0.009000001,0.008,0.004,0.007,5.495217,1
23232,0.01,-0.01,-0.003,-0.017,5.495217,1
23233,0.022,-0.022,-0.002,-0.043,5.495217,1
23234,0.012,-0.012,0.0,-0.01,5.495217,1
23235,0.013,-0.013,0.003,-0.024,5.495217,1
23236,0.003,-0.001,0.003,-0.031,5.495217,1
23237,0.008,-0.002,-0.008,-0.01,5.495217,1
23238,0.014,-0.014,-0.003,-0.007,5.495217,1
23239,0.0,0.0,0.0,0.0,5.495217,1
23240,0.008,0.007,0.003,-0.029,5.495217,1
23241,0.034,-0.033,0.006,-0.045,5.495217,1
23242,0.011,-0.009000001,-0.006,-0.018,5.495217,1
23243,0.004,0.004,0.0,-0.009000001,5.495217,1
23244,0.006,-0.005,-0.003,0.003,5.495217,1
23245,0.006,-0.006,0.002,-0.005,5.495217,1
23246,0.009000001,-0.009000001,-0.001,-0.031,5.495217,1
23247,0.006,-0.005,-0.004,0.003,5.495217,1
23248,0.006,0.002,-0.006,-0.008,5.495217,1
23249,0.007,-0.004,0.005,-0.011,5.495217,1
23250,0.007,-0.005,-0.005,-0.015,5.495217,1
23251,0.013,-0.012,0.006,-0.024,5.495217,1
23252,0.003,0.003,0.001,-0.009000001,5.495217,1
23253,0.011,0.006,-0.009000001,-0.002,5.495217,1
23254,0.015,-0.013,0.008,-0.034,5.495217,1
23255,0.012,-0.011,-0.005,-0.017,5.495217,1
23256,0.016,-0.016,0.003,-0.021,5.495217,1
23257,0.006,0.0,-0.006,-0.01,5.495217,1
23258,0.008,-0.007,0.003,-0.012,5.495217,1
23259,0.009000001,-0.008,-0.004,-0.02,5.495217,1
23260,0.013,-0.011,-0.005,-0.014,5.495217,1
23261,0.011,0.008,0.008,-0.011,5.495217,1
23262,0.012,-0.006,-0.01,-0.003,5.495217,1
23263,0.011,0.002,-0.011,-0.011,5.495217,1
23264,0.018,-0.014,0.011,-0.02,5.495217,1
23265,0.007,-0.001,-0.007,0.009000001,5.495217,1
23266,0.007,-0.007,-0.001,0.006,5.495217,1
23267,0.007,0.006,0.002,-0.002,5.495217,1
23268,0.011,-0.008,0.006,-0.016,5.495217,1
23269,0.009000001,0.004,-0.008,-0.02,5.495217,1
23270,0.009000001,-0.008,0.003,0.006,5.495217,1
23271,0.007,0.001,-0.007,-0.007,5.495217,1
23272,0.001,-0.001,0.001,-0.009000001,5.495217,1
23273,0.013,-0.011,0.008,-0.006,5.495217,1
23274,0.005,-0.001,-0.005,-0.006,5.495217,1
23275,0.01,0.007,-0.007,-0.01,5.495217,1
23276,0.012,-0.012,0.0,-0.008,5.495217,1
23277,0.007,-0.007,0.001,-0.024,5.495217,1
23278,0.001,0.001,0.0,0.002,5.495217,1
23279,0.011,-0.011,0.001,-0.018,5.495217,1
23280,0.007,0.007,0.001,-0.009000001,5.495217,1
23281,0.02,-0.019,-0.006,-0.017,5.495217,1
23282,0.005,0.0,-0.005,-0.033,5.495217,1
23283,0.011,-0.006,0.008,-0.01,5.495217,1
23284,0.013,-0.012,-0.004,-0.007,5.495217,1
23285,0.008,-0.005,-0.006,-0.016,5.495217,1
23286,0.006,-0.004,0.005,-0.023,5.495217,1
23287,0.027,-0.027,0.001,-0.018,5.495217,1
23288,0.014,0.014,-0.003,-0.005,5.495217,1
23289,0.006,0.001,-0.006,-0.006,5.495217,1
23290,0.002,-0.002,-0.001,-0.009000001,5.495217,1
23291,0.007,-0.005,-0.005,-0.006,5.495217,1
23292,0.003,-0.003,-0.001,-0.013,5.495217,1
23293,0.006,-0.004,0.005,0.003,5.495217,1
23294,0.001,0.001,0.0,0.0,5.495217,1
23295,0.01,0.007,0.007,-0.013,5.495217,1
23296,0.014,-0.014,0.001,0.007,5.495217,1
23297,0.011,0.005,-0.01,0.013,5.495217,1
23298,0.012,-0.007,0.01,-0.021,5.495217,1
23299,0.011,-0.011,-0.001,-0.018,5.495217,1
23300,0.006,0.003,-0.005,-0.018,5.495217,1
23301,0.005,-0.005,0.001,-0.002,5.495217,1
23302,0.002,-0.002,0.0,-0.002,5.495217,1
23303,0.004,0.004,0.002,0.005,5.495217,1
23304,0.01,0.008,-0.007,-0.005,5.495217,1
23305,0.007,-0.007,0.002,-0.007,5.495217,1
23306,0.007,-0.006,-0.002,-0.001,5.495217,1
23307,0.004,-0.004,0.0,-0.014,5.495217,1
23308,0.002,-0.002,0.0,-0.016,5.495217,1
23309,0.013,-0.013,-0.002,-0.004,5.495217,1
23310,0.01,0.01,-0.002,-0.003,5.495217,1
23311,0.005,0.002,-0.004,-0.007,5.495217,1
23312,0.014,-0.012,0.006,-0.01,5.495217,1
23313,0.008,-0.005,-0.007,-0.009000001,5.495217,1
23314,0.006,0.006,0.001,0.014,5.495217,1
23315,0.006,0.005,0.003,0.006,5.495217,1
23316,0.007,-0.001,-0.007,-0.005,5.495217,1
23317,0.006,-0.006,0.002,0.01,5.495217,1
23318,0.009000001,0.005,0.007,0.027,5.495217,1
23319,0.013,0.012,-0.006,0.015,5.495217,1
23320,0.004,0.0,-0.004,0.017,5.495217,1
23321,0.003,0.001,0.003,-0.006,5.495217,1
23322,0.017,0.011,-0.013,0.003,5.495217,1
23323,0.017,0.011,0.013,0.018,5.495217,1
23324,0.015,0.015,-0.001,0.041,5.495217,1
23325,0.007,-0.007,-0.002,0.016,5.495217,1
23326,0.005,0.001,0.005,0.004,5.495217,1
23327,0.008,0.007,-0.005,0.023,5.495217,1
23328,0.031,0.031,0.0,0.04,5.495217,1
23329,0.003,-0.001,-0.003,0.003,5.495217,1
23330,0.004,-0.002,0.003,0.001,5.495217,1
23331,0.007,-0.006,0.004,-0.003,5.495217,1
23332,0.004,-0.003,-0.001,0.01,5.495217,1
23333,0.007,-0.007,-0.002,-0.012,5.495217,1
23334,0.013,-0.013,0.0,-0.053,5.495217,1
23335,0.012,-0.012,0.002,-0.03,5.495217,1
23336,0.007,-0.006,-0.003,-0.014,5.495217,1
23337,0.008,0.005,-0.006,0.025,5.495217,1
23338,0.032,0.032,0.003,0.066,5.495217,1
23339,0.038,0.037,-0.006,0.078,5.495217,1
23340,0.021,0.021,0.004,0.085,5.495217,1
23341,0.046,0.046,-0.006,0.09500001,5.495217,1
23342,0.007,0.004,-0.005,0.047,5.495217,1
23343,0.012,0.01,0.006,0.041,5.495217,1
23344,0.017,0.017,0.004,0.028,5.495217,1
23345,0.019,0.012,-0.015,0.033,5.495217,1
23346,0.013,0.008,0.011,0.022,5.495217,1
23347,0.011,0.011,0.001,0.027,5.495217,1
23348,0.028,0.027,-0.005,0.025,5.495217,1
23349,0.007,0.006,-0.004,0.033,5.495217,1
23350,0.004,-0.003,-0.002,0.008,5.495217,1
23351,0.016,0.016,-0.003,0.012,5.495217,1
23352,0.014,-0.01,0.009000001,0.011,5.495217,1
23353,0.021,0.021,0.001,0.012,5.495217,1
23354,0.015,-0.014,-0.004,0.008,5.495217,1
23355,0.015,0.015,-0.001,0.016,5.495217,1
23356,0.005,-0.005,-0.002,-0.011,5.495217,1
23357,0.013,0.01,-0.008,-0.008,5.495217,1
23358,0.014,-0.012,0.008,0.016,5.495217,1
23359,0.004,-0.004,0.0,0.019,5.495217,1
23360,0.013,0.012,-0.002,0.001,5.495217,1
23361,0.009000001,0.001,-0.008,-0.004,5.495217,1
23362,0.02,-0.01,0.017,-0.029,5.495217,1
23363,0.02,-0.018,-0.008,-0.018,5.495217,1
23364,0.02,-0.003,-0.019,-0.016,5.495217,1
23365,0.011,0.0,0.011,0.0,5.495217,1
23366,0.013,-0.011,0.007,-0.029,5.495217,1
23367,0.007,-0.004,-0.005,-0.013,5.495217,1
23368,0.002,-0.001,0.001,-0.001,5.495217,1
23369,0.005,-0.002,-0.005,0.0,5.495217,1
23370,0.008,-0.007,-0.004,-0.015,5.495217,1
23371,0.007,0.004,0.006,0.001,5.495217,1
23372,0.006,0.001,-0.006,0.034,5.495217,1
23373,0.015,0.015,0.003,0.016,5.495217,1
23374,0.004,0.001,0.003,0.008,5.495217,1
23375,0.001,0.0,-0.001,0.0,5.495217,1
23376,0.002,-0.002,-0.001,-0.001,5.495217,1
23377,0.017,0.016,-0.005,0.01,5.495217,1
23378,0.025,-0.025,0.001,-0.005,5.495217,1
23379,0.006,0.005,0.004,-0.002,5.495217,1
23380,0.009000001,-0.009000001,-0.001,-0.016,5.495217,1
23381,0.012,0.012,-0.002,0.016,5.495217,1
23382,0.009000001,0.008,0.003,0.017,5.495217,1
23383,0.016,0.006,-0.014,-0.001,5.495217,1
23384,0.011,-0.001,0.011,-0.001,5.495217,1
23385,0.01,0.0,-0.01,-0.006,5.495217,1
23386,0.016,-0.011,0.012,-0.001,5.495217,1
23387,0.009000001,-0.008,0.002,-0.027,5.495217,1
23388,0.016,-0.015,-0.006,-0.043,5.495217,1
23389,0.009000001,-0.008,0.003,-0.016,5.495217,1
23390,0.008,0.007,-0.004,-0.009000001,5.495217,1
23391,0.017,-0.016,0.005,-0.022,5.495217,1
23392,0.022,-0.022,0.004,-0.03,5.495217,1
23393,0.025,-0.025,-0.003,-0.066,5.495217,1
23394,0.002,-0.002,-0.002,-0.018,5.495217,1
23395,0.008,0.008,-0.003,0.001,5.495217,1
23396,0.014,-0.013,-0.004,0.0,5.495217,1
23397,0.011,-0.009000001,0.005,-0.012,5.495217,1
23398,0.012,-0.012,-0.001,-0.021,5.495217,1
23399,0.001,-0.001,0.0,0.0,5.495217,1
23400,0.009000001,0.0,-0.009000001,-0.02,5.495217,1
23401,0.007,-0.002,0.007,-0.024,5.495217,1
23402,0.002,0.001,0.002,0.003,5.495217,1
23403,0.018,0.007,-0.016,0.012,5.495217,1
23404,0.015,-0.006,0.014,-0.006,5.495217,1
23405,0.014,-0.014,-0.003,-0.017,5.495217,1
23406,0.012,-0.012,-0.001,-0.026,5.495217,1
23407,0.006,0.001,0.006,-0.006,5.495217,1
23408,0.023,0.021,-0.01,0.002,5.495217,1
23409,0.027,-0.027,0.004,-0.016,5.495217,1
23410,0.006,-0.006,-0.002,-0.018,5.495217,1
23411,0.012,-0.011,0.004,-0.023,5.495217,1
23412,0.001,-0.001,0.0,-0.005,5.495217,1
23413,0.006,-0.004,-0.004,-0.007,5.495217,1
23414,0.022,-0.019,0.011,-0.031,5.495217,1
23415,0.005,0.005,-0.001,-0.011,5.495217,1
23416,0.006,-0.006,-0.001,-0.009000001,5.495217,1
23417,0.004,0.002,-0.003,0.0,5.495217,1
23418,0.002,0.001,-0.002,-0.011,5.495217,1
23419,0.015,-0.015,0.0,-0.016,5.495217,1
23420,0.008,0.006,0.006,-0.011,5.495217,1
23421,0.008,-0.004,-0.007,-0.011,5.495217,1
23422,0.012,-0.009000001,0.009000001,-0.006,5.495217,1
23423,0.009000001,-0.009000001,0.0,-0.025,5.495217,1
23424,0.009000001,-0.009000001,-0.001,-0.043,5.495217,1
23425,0.003,0.003,0.001,-0.006,5.495217,1
23426,0.008,-0.004,-0.006,-0.014,5.495217,1
23427,0.004,-0.004,0.001,-0.011,5.495217,1
23428,0.005,-0.005,0.001,-0.011,5.495217,1
23429,0.011,-0.01,0.005,-0.017,5.495217,1
23430,0.003,-0.001,-0.003,-0.002,5.495217,1
23431,0.006,-0.006,0.0,-0.012,5.495217,1
23432,0.017,-0.017,-0.003,-0.037,5.495217,1
23433,0.004,0.001,0.004,-0.013,5.495217,1
23434,0.013,-0.012,-0.003,-0.02,5.495217,1
23435,0.002,0.001,0.001,-0.01,5.495217,1
23436,0.018,-0.015,-0.01,-0.03,5.495217,1
23437,0.016,-0.007,0.014,-0.032,5.495217,1
23438,0.009000001,-0.004,-0.009000001,0.011,5.495217,1
23439,0.013,-0.011,0.007,-0.001,5.495217,1
23440,0.008,0.001,-0.008,-0.015,5.495217,1
23441,0.001,-0.001,0.001,-0.022,5.495217,1
23442,0.005,-0.004,0.003,-0.009000001,5.495217,1
23443,0.007,-0.006,-0.002,-0.015,5.495217,1
23444,0.014,-0.003,-0.013,-0.009000001,5.495217,1
23445,0.013,-0.011,0.008,-0.021,5.495217,1
23446,0.008,-0.008,0.0,-0.007,5.495217,1
23447,0.009000001,-0.009000001,-0.001,-0.028,5.495217,1
23448,0.006,0.004,-0.004,0.005,5.495217,1
23449,0.004,0.0,-0.004,-0.002,5.495217,1
23450,0.014,-0.011,0.008,-0.016,5.495217,1
23451,0.005,0.001,-0.005,-0.004,5.495217,1
23452,0.005,-0.004,-0.003,0.0,5.495217,1
23453,0.008,0.004,-0.007,-0.009000001,5.495217,1
23454,0.006,-0.006,0.001,-0.019,5.495217,1
23455,0.011,-0.01,-0.005,-0.026,5.495217,1
23456,0.009000001,-0.009000001,0.002,-0.015,5.495217,1
23457,0.008,-0.007,-0.002,-0.002,5.495217,1
23458,0.009000001,0.008,-0.004,0.01,5.495217,1
23459,0.006,-0.004,-0.004,-0.012,5.495217,1
23460,0.016,-0.016,0.002,-0.03,5.495217,1
23461,0.006,-0.005,-0.002,-0.01,5.495217,1
23462,0.008,-0.005,0.006,-0.012,5.495217,1
23463,0.006,-0.005,-0.004,-0.022,5.495217,1
23464,0.007,-0.007,0.001,0.0,5.495217,1
23465,0.002,-0.002,0.001,-0.002,5.495217,1
23466,0.008,0.007,-0.004,0.0,5.495217,1
23467,0.015,-0.015,0.002,-0.019,5.495217,1
23468,0.01,-0.009000001,-0.005,-0.038,5.495217,1
23469,0.017,-0.016,0.005,-0.018,5.495217,1
23470,0.006,-0.002,0.006,0.0,5.495217,1
23471,0.016,0.0,-0.016,-0.018,5.495217,1
23472,0.015,-0.012,0.009000001,-0.024,5.495217,1
23473,0.012,-0.01,-0.007,-0.04,5.495217,1
23474,0.016,-0.016,-0.003,-0.027,5.495217,1
23475,0.017,-0.015,-0.009000001,-0.022,5.495217,1
23476,0.004,0.002,0.004,-0.016,5.495217,1
23477,0.012,-0.012,0.003,-0.022,5.495217,1
23478,0.01,-0.01,0.003,-0.019,5.495217,1
23479,0.009000001,-0.003,-0.008,-0.01,5.495217,1
23480,0.009000001,-0.008,0.004,-0.013,5.495217,1
23481,0.009000001,-0.008,-0.005,-0.031,5.495217,1
23482,0.006,-0.005,0.001,-0.001,5.495217,1
23483,0.008,-0.005,0.006,-0.021,5.495217,1
23484,0.007,0.003,-0.006,0.005,5.495217,1
23485,0.006,-0.004,-0.004,-0.012,5.495217,1
23486,0.008,0.007,-0.003,-0.018,5.495217,1
23487,0.007,-0.003,0.006,0.007,5.495217,1
23488,0.007,-0.004,-0.005,-0.002,5.495217,1
23489,0.014,-0.014,0.005,-0.019,5.495217,1
23490,0.008,-0.001,-0.008,-0.005,5.495217,1
23491,0.005,-0.002,0.005,-0.01,5.495217,1
23492,0.005,0.001,-0.005,0.008,5.495217,1
23493,0.009000001,0.008,-0.003,0.017,5.495217,1
23494,0.011,0.009000001,-0.005,-0.016,5.495217,1
23495,0.016,-0.014,0.008,-0.008,5.495217,1
23496,0.009000001,-0.007,-0.005,0.011,5.495217,1
23497,0.016,0.016,0.0,-0.008,5.495217,1
23498,0.022,-0.021,-0.006,-0.019,5.495217,1
23499,0.004,-0.003,0.004,-0.026,5.495217,1
23500,0.004,-0.003,0.002,-0.01,5.495217,1
23501,0.018,-0.018,-0.003,-0.012,5.495217,1
23502,0.004,-0.001,-0.004,-0.009000001,5.495217,1
23503,0.006,-0.003,0.005,-0.011,5.495217,1
23504,0.01,-0.01,-0.002,-0.037,5.495217,1
23505,0.005,-0.004,0.004,-0.001,5.495217,1
23506,0.016,0.01,-0.013,0.006,5.495217,1
23507,0.006,-0.005,0.004,-0.003,5.495217,1
23508,0.006,0.001,-0.006,0.004,5.495217,1
23509,0.014,-0.013,0.006,-0.016,5.495217,1
23510,0.003,-0.001,-0.003,0.005,5.495217,1
23511,0.008,-0.008,-0.002,-0.013,5.495217,1
23512,0.003,-0.002,-0.002,-0.035,5.495217,1
23513,0.017,-0.015,0.007,-0.006,5.495217,1
23514,0.009000001,-0.008,-0.002,-0.011,5.495217,1
23515,0.005,-0.005,-0.001,-0.01,5.495217,1
23516,0.016,-0.015,-0.005,-0.03,5.495217,1
23517,0.007,0.004,-0.005,-0.039,5.495217,1
23518,0.015,-0.012,0.008,-0.004,5.495217,1
23519,0.006,-0.001,-0.006,0.01,5.495217,1
23520,0.005,0.003,0.004,-0.022,5.495217,1
23521,0.017,-0.015,-0.007,-0.018,5.495217,1
23522,0.014,-0.014,0.002,-0.032,5.495217,1
23523,0.007,0.007,0.002,0.019,5.495217,1
23524,0.009000001,0.009000001,-0.003,-0.008,5.495217,1
23525,0.016,-0.016,-0.003,-0.018,5.495217,1
23526,0.008,0.004,0.007,-0.011,5.495217,1
23527,0.002,-0.001,-0.002,-0.019,5.495217,1
23528,0.021,-0.02,-0.006,-0.011,5.495217,1
23529,0.015,-0.015,0.0,-0.032,5.495217,1
23530,0.016,-0.015,-0.006,-0.059,5.495217,1
23531,0.011,-0.009000001,0.005,-0.016,5.495217,1
23532,0.003,-0.003,-0.001,0.0,5.495217,1
23533,0.01,0.008,-0.006,0.0,5.495217,1
23534,0.007,-0.007,0.001,-0.032,5.495217,1
23535,0.022,-0.019,-0.01,-0.058,5.495217,1
23536,0.014,-0.011,0.009000001,-0.007,5.495217,1
23537,0.008,0.001,-0.008,-0.016,5.495217,1
23538,0.012,-0.005,0.011,-0.021,5.495217,1
23539,0.016,-0.016,0.001,-0.004,5.495217,1
23540,0.011,-0.01,-0.003,-0.017,5.495217,1
23541,0.007,0.0,-0.007,-0.015,5.495217,1
23542,0.011,-0.011,-0.005,-0.025,5.495217,1
23543,0.004,-0.003,-0.002,-0.027,5.495217,1
23544,0.008,-0.008,0.001,-0.011,5.495217,1
23545,0.008,0.008,0.001,0.006,5.495217,1
23546,0.008,-0.008,0.001,0.001,5.495217,1
23547,0.007,-0.003,-0.007,-0.021,5.495217,1
23548,0.031,-0.029,0.009000001,-0.056,5.495217,1
23549,0.012,-0.01,-0.006,-0.029,5.495217,1
23550,0.006,-0.005,-0.002,-0.019,5.495217,1
23551,0.003,0.002,-0.002,-0.006,5.495217,1
23552,0.011,-0.01,0.006,0.0,5.495217,1
23553,0.014,-0.013,-0.004,-0.03,5.495217,1
23554,0.004,-0.003,0.003,-0.025,5.495217,1
23555,0.005,-0.004,-0.002,-0.012,5.495217,1
23556,0.012,-0.008,-0.009000001,-0.016,5.495217,1
23557,0.005,0.002,0.005,-0.008,5.495217,1
23558,0.014,-0.014,0.001,-0.011,5.495217,1
23559,0.007,0.005,-0.006,0.009000001,5.495217,1
23560,0.006,0.006,0.001,-0.006,5.495217,1
23561,0.017,-0.017,-0.001,-0.016,5.495217,1
23562,0.007,0.007,0.0,0.009000001,5.495217,1
23563,0.004,-0.003,0.001,-0.02,5.495217,1
23564,0.022,-0.022,-0.001,-0.023,5.495217,1
23565,0.004,0.003,-0.003,-0.023,5.495217,1
23566,0.019,-0.019,-0.001,-0.029,5.495217,1
23567,0.009000001,-0.009000001,0.001,-0.026,5.495217,1
23568,0.002,-0.002,0.001,-0.012,5.495217,1
23569,0.003,-0.003,0.001,-0.019,5.495217,1
23570,0.007,-0.007,0.0,-0.011,5.495217,1
23571,0.022,-0.022,-0.004,-0.025,5.495217,1
23572,0.01,0.01,-0.001,0.018,5.495217,1
23573,0.013,0.011,-0.007,0.016,5.495217,1
23574,0.01,-0.007,0.007,-0.022,5.495217,1
23575,0.007,-0.007,-0.002,-0.009000001,5.495217,1
23576,0.011,-0.01,0.004,-0.021,5.495217,1
23577,0.01,0.008,-0.006,0.016,5.495217,1
23578,0.01,0.007,-0.007,0.003,5.495217,1
23579,0.012,-0.01,0.007,-0.024,5.495217,1
23580,0.008,-0.008,0.0,0.003,5.495217,1
23581,0.013,0.013,0.001,0.018,5.495217,1
23582,0.005,0.002,-0.004,0.018,5.495217,1
23583,0.013,-0.012,-0.005,-0.023,5.495217,1
23584,0.033,-0.032,0.008,-0.054,5.495217,1
23585,0.002,0.001,0.001,-0.018,5.495217,1
23586,0.008,-0.007,-0.004,-0.027,5.495217,1
23587,0.009000001,-0.009000001,0.003,-0.035,5.495217,1
23588,0.021,-0.021,0.003,-0.034,5.495217,1
23589,0.011,-0.011,0.0,-0.045,5.495217,1
23590,0.004,-0.004,-0.001,0.001,5.495217,1
23591,0.002,-0.002,0.0,-0.008,5.495217,1
23592,0.01,-0.009000001,0.005,-0.026,5.495217,1
23593,0.007,0.005,-0.005,-0.003,5.495217,1
23594,0.016,-0.015,0.006,-0.021,5.495217,1
23595,0.006,-0.006,-0.002,-0.014,5.495217,1
23596,0.004,-0.004,-0.001,-0.03,5.495217,1
23597,0.026,-0.023,-0.013,-0.031,5.495217,1
23598,0.008,0.0,0.008,-0.011,5.495217,1
23599,0.007,0.001,0.007,-0.008,5.495217,1
23600,0.014,-0.012,0.008,-0.023,1.666372,1
23601,0.019,-0.019,0.004,-0.025,1.666372,1
23602,0.02,-0.02,0.001,-0.056,1.666372,1
23603,0.038,-0.031,0.021,-0.072,1.666372,1
23604,0.005,-0.003,-0.004,-0.027,1.666372,1
23605,0.009000001,-0.008,-0.006,-0.035,1.666372,1
23606,0.01,-0.008,0.007,-0.006,1.666372,1
23607,0.016,-0.015,0.006,-0.017,1.666372,1
23608,0.026,-0.025,0.005,-0.03,1.666372,1
23609,0.012,-0.007,0.01,-0.036,1.666372,1
23610,0.014,-0.009000001,-0.011,-0.001,1.666372,1
23611,0.011,0.001,-0.01,0.013,1.666372,1
23612,0.006,-0.005,-0.001,-0.008,1.666372,1
23613,0.019,0.014,0.012,0.001,1.666372,1
23614,0.016,-0.008,-0.014,0.022,1.666372,1
23615,0.019,0.001,-0.019,0.0,1.666372,1
23616,0.02,-0.017,0.011,-0.011,1.666372,1
23617,0.013,-0.004,0.013,-0.008,1.666372,1
23618,0.006,0.005,-0.004,-0.006,1.666372,1
23619,0.026,-0.024,-0.009000001,-0.017,1.666372,1
23620,0.008,0.003,0.007,-0.047,1.666372,1
23621,0.04,-0.035,0.02,-0.046,1.666372,1
23622,0.013,-0.013,0.0,-0.023,1.666372,1
23623,0.03,-0.03,0.0,-0.052,1.666372,1
23624,0.021,-0.017,0.013,-0.061,1.666372,1
23625,0.034,-0.032,0.009000001,-0.09100001,1.666372,1
23626,0.071,-0.067,0.025,-0.123,1.666372,1
23627,0.022,-0.022,0.002,-0.048,1.666372,1
23628,0.033,-0.033,0.004,-0.05,1.666372,1
23629,0.03,-0.023,0.02,-0.08800001,1.666372,1
23630,0.024,-0.021,0.01,-0.057,1.666372,1
23631,0.027,-0.026,0.006,-0.048,1.666372,1
23632,0.016,-0.014,0.007,-0.023,1.666372,1
23633,0.011,-0.011,-0.004,-0.031,1.666372,1
23634,0.048,-0.047,0.005,-0.057,1.666372,1
23635,0.003,0.002,0.002,-0.035,1.666372,1
23636,0.023,-0.022,-0.002,-0.018,1.666372,1
23637,0.01,-0.006,0.007,-0.024,1.666372,1
23638,0.021,-0.02,-0.006,-0.05,1.666372,1
23639,0.051,-0.038,0.034,-0.083,1.666372,1
23640,0.022,-0.022,0.001,-0.048,1.666372,1
23641,0.007,-0.006,0.004,-0.025,1.666372,1
23642,0.018,-0.017,-0.006,-0.033,1.666372,1
23643,0.013,-0.007,0.012,-0.009000001,1.666372,1
23644,0.019,-0.019,0.004,-0.032,1.666372,1
23645,0.008,0.007,-0.004,-0.013,1.666372,1
23646,0.016,-0.016,0.004,-0.02,1.666372,1
23647,0.021,-0.02,0.008,-0.037,1.666372,1
23648,0.014,-0.014,0.0,-0.034,1.666372,1
23649,0.024,-0.024,0.0,-0.03,1.666372,1
23650,0.003,0.0,-0.003,0.0,1.666372,1
23651,0.015,-0.009000001,0.012,-0.03,1.666372,1
23652,0.025,-0.024,0.007,-0.06500001,1.666372,1
23653,0.004,-0.002,0.003,-0.004,1.666372,1
23654,0.007,-0.001,0.007,-0.011,1.666372,1
23655,0.015,-0.015,-0.004,-0.025,1.666372,1
23656,0.022,-0.022,0.001,-0.035,1.666372,1
23657,0.015,-0.012,0.009000001,-0.048,1.666372,1
23658,0.005,-0.005,0.0,-0.006,1.666372,1
23659,0.036,-0.033,0.014,-0.026,1.666372,1
23660,0.002,-0.002,0.0,-0.031,1.666372,1
23661,0.008,-0.008,0.001,-0.022,1.666372,1
23662,0.017,-0.016,0.004,-0.029,1.666372,1
23663,0.012,-0.011,0.005,-0.012,1.666372,1
23664,0.018,-0.015,0.009000001,-0.036,1.666372,1
23665,0.025,-0.025,0.002,-0.056,1.666372,1
23666,0.01,-0.005,0.008,-0.035,1.666372,1
23667,0.022,-0.02,0.008,-0.04,1.666372,1
23668,0.021,-0.021,0.003,-0.036,1.666372,1
23669,0.022,-0.022,-0.001,-0.055,1.666372,1
23670,0.025,-0.022,0.013,-0.052,1.666372,1
23671,0.01,-0.008,0.005,0.003,1.666372,1
23672,0.001,0.001,-0.001,0.01,1.666372,1
23673,0.008,0.005,-0.006,-0.001,1.666372,1
23674,0.028,-0.025,0.013,-0.054,1.666372,1
23675,0.036,-0.032,0.017,-0.102,1.666372,1
23676,0.033,-0.033,0.001,-0.04,1.666372,1
23677,0.035,-0.033,0.01,-0.054,1.666372,1
23678,0.017,-0.017,0.005,-0.043,1.666372,1
23679,0.011,-0.009000001,0.007,-0.028,1.666372,1
23680,0.029,-0.029,0.004,-0.05,1.666372,1
23681,0.015,-0.015,0.001,-0.038,1.666372,1
23682,0.027,-0.023,0.015,-0.041,1.666372,1
23683,0.021,-0.021,0.004,-0.051,1.666372,1
23684,0.003,-0.001,-0.003,-0.009000001,1.666372,1
23685,0.006,-0.005,0.003,-0.019,1.666372,1
23686,0.021,-0.019,0.008,-0.007,1.666372,1
23687,0.004,-0.003,-0.001,-0.018,1.666372,1
23688,0.02,-0.015,0.013,-0.034,1.666372,1
23689,0.006,-0.006,-0.001,-0.01,1.666372,1
23690,0.014,-0.013,0.003,-0.006,1.666372,1
23691,0.005,-0.005,0.0,-0.018,1.666372,1
